,bike_id,age_scaled,model_type,no_of_riding_sessions,no_of_charging_sessions,charging_behavior,mileage_km_per_soc
1451,bike_18059,0.047619047619047616,Model_4,268,24,Decent,0.863916948099607
1452,bike_9326,0.047619047619047616,Model_4,239,28,Decent,0.9887280504722552
1453,bike_27019,0.047619047619047616,Model_3,367,26,Good,0.954157436825234
1454,bike_13659,0.047619047619047616,Model_4,1014,137,Decent,0.8662090108580697
1455,bike_16726,0.047619047619047616,Model_4,1081,130,Decent,0.9494174933067504
1456,bike_7715,0.047619047619047616,Model_4,831,164,Decent,0.9257819543157068
1457,bike_18413,0.6428571428571428,Model_2,516,113,Decent,0.8276930771183206
1458,bike_22443,0.047619047619047616,Model_4,1188,106,Decent,0.8974523019154194
1459,bike_7215,0.047619047619047616,Model_3,374,24,Decent,0.7320465223080856
1460,bike_21162,0.047619047619047616,Model_4,1796,211,Decent,0.9789055885346908
1461,bike_8524,0.047619047619047616,Model_4,899,110,Bad,0.9886389455310284
1462,bike_9193,0.047619047619047616,Model_4,855,135,Decent,0.963676442708251
1463,bike_15806,0.047619047619047616,Model_4,305,30,Good,0.994256375614704
1464,bike_4842,0.047619047619047616,Model_4,280,40,Decent,0.8647998408262454
1465,bike_11871,0.047619047619047616,Model_4,276,49,Decent,0.9450282546665316
1466,bike_10419,0.047619047619047616,Model_4,1507,114,Decent,0.7401161447178658
1467,bike_7916,0.6428571428571428,Model_2,407,48,Decent,0.7147690924999999
1468,bike_8676,0.047619047619047616,Model_3,513,65,Decent,0.9663829531156988
1469,bike_19181,0.047619047619047616,Model_3,998,131,Decent,1.0011040298068064
1470,bike_3593,0.047619047619047616,Model_4,772,31,Good,1.1206027566135175
1471,bike_24481,0.047619047619047616,Model_4,1630,252,Bad,0.8552235784335478
1472,bike_3241,0.047619047619047616,Model_4,1328,146,Bad,0.9158744595613402
1473,bike_18074,0.047619047619047616,Model_4,1853,114,Decent,0.904489670573784
1474,bike_13855,0.047619047619047616,Model_3,371,58,Decent,0.8414244063470163
1475,bike_18602,0.047619047619047616,Model_4,1219,226,Bad,0.9231404005302416
1476,bike_4773,0.047619047619047616,Model_4,888,78,Decent,0.8747609147149322
1477,bike_12569,0.047619047619047616,Model_4,602,26,Good,0.8904478270518779
1478,bike_26418,0.6428571428571428,Model_2,871,214,Bad,0.7024484600969305
1479,bike_27235,0.047619047619047616,Model_4,1159,69,Decent,1.0393166775510034
1480,bike_170,0.047619047619047616,Model_4,646,101,Decent,0.8102382204943799
1481,bike_8423,0.047619047619047616,Model_3,2337,93,Decent,0.8641819967803058
1482,bike_19693,0.047619047619047616,Model_3,538,42,Decent,0.8505607540397442
1483,bike_14986,0.047619047619047616,Model_4,919,132,Decent,0.9949556522395574
1484,bike_19720,0.047619047619047616,Model_4,1738,322,Decent,1.088306925865098
1485,bike_10365,0.047619047619047616,Model_3,2487,145,Decent,0.8713405338419271
1486,bike_15394,0.6428571428571428,Model_2,544,70,Good,0.6704691517977527
1487,bike_21540,0.047619047619047616,Model_3,478,72,Decent,0.7850811653990889
1488,bike_13068,0.6428571428571428,Model_2,487,89,Decent,0.7783492885714285
1489,bike_26169,0.047619047619047616,Model_4,219,18,Good,0.8650061171457789
1490,bike_10030,0.047619047619047616,Model_3,873,96,Bad,0.95971543062645
1491,bike_63,0.047619047619047616,Model_3,453,56,Bad,1.2291441674604142
1492,bike_7007,0.047619047619047616,Model_3,543,43,Decent,1.0210971768413246
1493,bike_9936,0.047619047619047616,Model_3,489,26,Decent,0.7956235836449164
1494,bike_18479,0.047619047619047616,Model_3,1809,150,Decent,1.2078157899943285
1495,bike_7241,0.047619047619047616,Model_3,1037,148,Bad,0.7903575296388302
1496,bike_12307,0.047619047619047616,Model_3,1002,53,Decent,0.8689423380822897
1497,bike_20910,0.047619047619047616,Model_4,539,112,Decent,0.9826763584089784
1498,bike_20061,0.047619047619047616,Model_3,1108,69,Decent,0.8937347962318686
1499,bike_26638,0.047619047619047616,Model_4,267,21,Decent,0.9250637738246508
1500,bike_15092,0.047619047619047616,Model_4,303,61,Decent,0.870629007393431
1501,bike_20424,0.047619047619047616,Model_4,2277,496,Bad,0.8147012929568019
1502,bike_22333,0.047619047619047616,Model_4,1972,163,Bad,0.8869722667993231
1503,bike_962,0.047619047619047616,Model_4,1168,224,Bad,0.942088599114731
1504,bike_27940,0.047619047619047616,Model_4,989,49,Good,1.101193827927836
1505,bike_9728,0.047619047619047616,Model_4,3134,178,Decent,1.0049690499420671
1506,bike_18572,0.6428571428571428,Model_2,151,35,Decent,1.14756293
1507,bike_6625,0.047619047619047616,Model_4,2150,326,Bad,0.871397493487374
1508,bike_8319,0.047619047619047616,Model_4,789,91,Decent,0.8939329629167837
1509,bike_615,0.047619047619047616,Model_4,146,22,Good,0.90243600193855
1510,bike_21373,0.047619047619047616,Model_3,826,82,Bad,0.9854915680573034
1511,bike_11286,0.047619047619047616,Model_4,315,72,Bad,1.155143353564982
1512,bike_20180,0.047619047619047616,Model_3,1023,161,Decent,0.957196310681626
1513,bike_175,0.047619047619047616,Model_4,1178,187,Decent,1.0025464738205352
1514,bike_1565,0.047619047619047616,Model_4,2838,384,Bad,0.930267826872308
1515,bike_5218,0.047619047619047616,Model_4,1482,120,Decent,0.9979016297068772
1516,bike_19893,0.047619047619047616,Model_4,1120,225,Decent,0.8367817383473529
1517,bike_22685,0.047619047619047616,Model_4,934,213,Bad,1.098390321554797
1518,bike_21756,0.047619047619047616,Model_3,875,62,Decent,1.1349324905727374
1519,bike_15426,0.047619047619047616,Model_4,384,41,Bad,0.8904363288546228
1520,bike_28291,0.047619047619047616,Model_4,582,31,Good,0.8378293181885783
1521,bike_15745,0.047619047619047616,Model_3,1515,171,Bad,0.8521387356354009
1522,bike_17934,0.047619047619047616,Model_4,368,75,Decent,0.877154190396085
1523,bike_20950,0.047619047619047616,Model_3,458,102,Decent,0.8188518587008234
1524,bike_3984,0.047619047619047616,Model_4,2063,75,Decent,1.029586167044975
1525,bike_26123,0.047619047619047616,Model_4,1229,106,Bad,0.779561401375771
1526,bike_8964,0.047619047619047616,Model_4,1040,166,Bad,1.135891523624159
1527,bike_4238,0.047619047619047616,Model_4,1579,63,Good,0.8879836318435497
1528,bike_19639,0.047619047619047616,Model_4,1678,206,Decent,0.9004790930239986
1529,bike_8732,0.047619047619047616,Model_4,249,51,Bad,0.8846744088073971
1530,bike_2868,0.047619047619047616,Model_3,715,148,Decent,0.8177140345196744
1531,bike_21698,0.047619047619047616,Model_4,785,83,Decent,0.8399955241131444
1532,bike_16019,0.047619047619047616,Model_3,546,126,Decent,0.8739406095341135
1533,bike_15528,0.047619047619047616,Model_4,130,12,Good,1.1067954536880198
1534,bike_2683,0.047619047619047616,Model_4,411,93,Bad,0.9520927583936264
1535,bike_14650,0.047619047619047616,Model_3,1249,113,Decent,0.9427088917297336
1536,bike_14048,0.047619047619047616,Model_4,3511,381,Bad,0.85100573739292
1537,bike_9792,0.047619047619047616,Model_4,1750,111,Decent,0.9992532275413712
1538,bike_2954,0.047619047619047616,Model_4,727,156,Bad,0.8435510771471981
1539,bike_13714,0.047619047619047616,Model_3,843,79,Decent,0.9236194478881607
1540,bike_8847,0.047619047619047616,Model_4,458,61,Decent,0.894699945410406
1541,bike_6792,0.047619047619047616,Model_4,168,13,Good,0.908421663843616
1542,bike_11161,0.047619047619047616,Model_4,891,105,Decent,0.7632215866777506
1543,bike_12642,0.047619047619047616,Model_4,329,25,Decent,1.000173068223908
1544,bike_10611,0.047619047619047616,Model_4,294,41,Decent,0.7775477124559033
1545,bike_14353,0.8809523809523809,Model_1,1618,238,Decent,0.794600215549213
1546,bike_21987,0.047619047619047616,Model_4,608,88,Decent,1.1458330720435712
1547,bike_5232,0.047619047619047616,Model_4,794,102,Decent,1.0131664996799534
1548,bike_1958,0.047619047619047616,Model_4,820,84,Decent,0.820589689476554
1549,bike_28056,0.047619047619047616,Model_3,503,43,Good,0.7183072038192331
1550,bike_25639,0.6428571428571428,Model_2,310,98,Bad,0.78698706125
1551,bike_14610,0.047619047619047616,Model_4,387,33,Decent,0.8479043751489476
1552,bike_28456,0.047619047619047616,Model_4,1934,234,Decent,0.8172036347136702
1553,bike_24285,0.047619047619047616,Model_4,1279,129,Bad,0.9033438102331608
1554,bike_10609,0.047619047619047616,Model_4,941,257,Decent,0.7722742191051954
1555,bike_8298,0.047619047619047616,Model_4,91,25,Bad,0.7957500816759353
1556,bike_13143,0.6428571428571428,Model_2,62,21,Bad,0.9892563107142854
1557,bike_20821,0.047619047619047616,Model_4,2798,143,Good,0.8666467876454237
1558,bike_26197,0.047619047619047616,Model_4,442,38,Decent,0.983463195770111
1559,bike_27910,0.6428571428571428,Model_2,174,23,Decent,0.604322515
1560,bike_15739,0.047619047619047616,Model_4,2778,256,Decent,0.9263259905333384
1561,bike_11618,0.6428571428571428,Model_2,616,74,Decent,0.7939340753333334
1562,bike_5914,0.6428571428571428,Model_2,118,44,Bad,0.8251074880000001
1563,bike_20148,0.047619047619047616,Model_4,1088,74,Decent,0.823496869061072
1564,bike_5244,0.047619047619047616,Model_4,1993,153,Decent,0.8515640540367245
1565,bike_7611,0.047619047619047616,Model_4,1181,113,Decent,0.8907167184078995
1566,bike_777,0.6428571428571428,Model_2,165,56,Bad,1.0903111115375153
1567,bike_16186,0.047619047619047616,Model_4,804,61,Decent,0.8249275831210766
1568,bike_17179,0.047619047619047616,Model_4,40,7,Decent,1.2061374389721626
1569,bike_930,0.047619047619047616,Model_4,286,49,Decent,0.7647786161959613
1570,bike_7437,0.047619047619047616,Model_4,2080,364,Bad,0.7672992202288635
1571,bike_12374,0.6428571428571428,Model_2,218,44,Good,1.29367893625
1572,bike_22616,0.047619047619047616,Model_4,1710,145,Bad,0.9272869103693304
1573,bike_14699,0.047619047619047616,Model_4,2849,154,Bad,0.981216613039156
1574,bike_16564,0.047619047619047616,Model_4,1253,192,Bad,0.9912849315327216
1575,bike_19061,0.047619047619047616,Model_4,966,81,Decent,0.8159851882612907
1576,bike_2532,0.6428571428571428,Model_2,196,31,Bad,0.964446525
1577,bike_21079,0.047619047619047616,Model_4,1027,194,Bad,1.0707884668202183
1578,bike_16133,0.047619047619047616,Model_3,689,126,Bad,0.999928442472206
1579,bike_13180,0.047619047619047616,Model_4,472,61,Good,1.0227704032258065
1580,bike_7316,0.047619047619047616,Model_4,1163,47,Good,0.8702917672092567
1581,bike_4098,0.6428571428571428,Model_2,529,78,Decent,0.8398485836134454
1582,bike_25744,0.047619047619047616,Model_4,460,65,Decent,1.045675294604768
1583,bike_12536,0.047619047619047616,Model_4,475,80,Decent,1.2132857761383284
1584,bike_20695,0.6428571428571428,Model_2,293,37,Decent,0.6687193173529412
1585,bike_18651,0.047619047619047616,Model_4,696,36,Good,0.8408355265583785
1586,bike_5110,0.047619047619047616,Model_4,706,88,Decent,0.8759283113061843
1587,bike_19478,0.047619047619047616,Model_4,335,66,Good,0.8063919173095467
1588,bike_7557,0.047619047619047616,Model_4,1338,156,Decent,0.821098278607751
1589,bike_23309,0.047619047619047616,Model_4,899,109,Decent,0.9811499657878342
1590,bike_2737,0.047619047619047616,Model_4,1868,125,Decent,0.8876398332720397
1591,bike_26276,0.047619047619047616,Model_4,1555,141,Decent,0.7753827864587542
1592,bike_7672,0.047619047619047616,Model_4,338,23,Good,0.797714789579802
1593,bike_26352,0.6428571428571428,Model_2,327,65,Decent,0.7621107687804878
1594,bike_26732,0.047619047619047616,Model_4,1601,118,Bad,0.835463318892895
1595,bike_944,0.047619047619047616,Model_4,417,61,Decent,0.6985323243047971
1596,bike_12616,0.047619047619047616,Model_4,267,36,Good,0.9034831615526232
1597,bike_3505,0.047619047619047616,Model_4,1049,78,Decent,0.9432701353909606
1598,bike_13632,0.047619047619047616,Model_3,841,112,Bad,1.0550278411923286
1599,bike_16145,0.047619047619047616,Model_3,244,17,Good,0.8485360299245492
1600,bike_19939,0.047619047619047616,Model_4,1804,188,Decent,0.8617252470592015
1601,bike_9185,0.047619047619047616,Model_3,1815,70,Good,0.7434095049514976
1602,bike_7386,0.047619047619047616,Model_4,454,41,Decent,0.9343443626494276
1603,bike_18989,0.047619047619047616,Model_3,750,52,Decent,0.984193577664062
1604,bike_12618,0.047619047619047616,Model_4,550,58,Good,1.0243469147215585
1605,bike_6454,0.047619047619047616,Model_4,1007,255,Decent,0.9948700073555514
1606,bike_323,0.047619047619047616,Model_4,642,82,Decent,0.8836333511029413
1607,bike_11960,0.047619047619047616,Model_4,403,38,Good,0.8357527826004991
1608,bike_8579,0.047619047619047616,Model_3,756,110,Decent,0.8549223954185193
1609,bike_23672,0.047619047619047616,Model_4,1538,92,Good,0.7712952571522123
1610,bike_24007,0.047619047619047616,Model_4,925,68,Decent,0.954199467060002
1611,bike_14543,0.047619047619047616,Model_4,2447,202,Bad,0.7676220337270342
1612,bike_22516,0.047619047619047616,Model_4,638,61,Decent,0.8179888240865163
1613,bike_9033,0.047619047619047616,Model_4,3431,155,Decent,0.91166118295632
1614,bike_21193,0.047619047619047616,Model_4,233,18,Decent,1.0097403653440329
1615,bike_24716,0.047619047619047616,Model_4,852,91,Decent,0.9054420732535974
1616,bike_25868,0.047619047619047616,Model_4,1643,130,Decent,0.8207787151026394
1617,bike_2098,0.047619047619047616,Model_4,1940,109,Decent,0.8735648050062368
1618,bike_15730,0.047619047619047616,Model_4,945,47,Decent,0.8762706093890521
1619,bike_9718,0.047619047619047616,Model_4,1502,129,Decent,0.9021377024239612
1620,bike_14918,0.047619047619047616,Model_4,1325,210,Bad,0.839511025735049
1621,bike_19462,0.047619047619047616,Model_4,1780,173,Bad,0.8372666555926849
1622,bike_5382,0.047619047619047616,Model_4,1217,101,Decent,1.123444304191749
1623,bike_1467,0.047619047619047616,Model_4,608,62,Decent,0.8007129466421746
1624,bike_10025,0.047619047619047616,Model_4,639,135,Decent,1.0116849912885666
1625,bike_17891,0.047619047619047616,Model_3,982,140,Decent,0.980666419565508
1626,bike_24801,0.047619047619047616,Model_4,681,44,Good,0.9306455659031
1627,bike_4081,0.047619047619047616,Model_4,728,115,Decent,0.924579149925842
1628,bike_6226,0.047619047619047616,Model_4,924,96,Decent,0.9008737701803744
1629,bike_13457,0.047619047619047616,Model_4,1201,207,Bad,0.9575825354438736
1630,bike_14874,0.047619047619047616,Model_3,1593,274,Decent,0.7976991527840198
1631,bike_6406,0.047619047619047616,Model_3,787,141,Decent,0.9337709531958328
1632,bike_25271,0.047619047619047616,Model_4,826,63,Decent,0.8874365037255632
1633,bike_1805,0.047619047619047616,Model_4,1171,152,Bad,0.8481308512262952
1634,bike_1541,0.047619047619047616,Model_4,349,53,Decent,0.8537919188831985
1635,bike_28077,0.047619047619047616,Model_4,365,43,Decent,0.7162813251297828
1636,bike_6042,0.047619047619047616,Model_4,645,111,Decent,0.84282413768887
1637,bike_5811,0.047619047619047616,Model_4,99,38,Decent,0.8471914442287073
1638,bike_362,0.047619047619047616,Model_4,387,119,Good,0.9637082488250704
1639,bike_3952,0.047619047619047616,Model_4,1479,166,Decent,0.8974666163886617
1640,bike_5758,0.047619047619047616,Model_4,1793,185,Decent,1.1141644197542595
1641,bike_17573,0.047619047619047616,Model_4,959,87,Decent,0.975441049351888
1642,bike_28104,0.047619047619047616,Model_3,362,46,Decent,0.9058009783675216
1643,bike_22801,0.047619047619047616,Model_4,1133,53,Decent,0.885714812648364
1644,bike_25602,0.047619047619047616,Model_3,545,61,Decent,0.7469624165829751
1645,bike_6410,0.047619047619047616,Model_4,1044,81,Good,0.8013119500325939
1646,bike_8670,0.047619047619047616,Model_4,780,148,Decent,0.883440964256259
1647,bike_22261,0.047619047619047616,Model_4,73,7,Decent,0.94762687277263
1648,bike_20536,0.047619047619047616,Model_4,1465,182,Decent,1.0018919566275075
1649,bike_3602,0.6428571428571428,Model_2,777,102,Decent,0.7893469490140845
1650,bike_25339,0.047619047619047616,Model_4,2087,184,Decent,0.9583119070791302
1651,bike_2237,0.047619047619047616,Model_3,1353,133,Bad,0.9477221055884044
1652,bike_7968,0.047619047619047616,Model_4,575,41,Good,0.7041853619215291
1653,bike_10982,0.047619047619047616,Model_4,1213,205,Bad,0.9598858966794532
1654,bike_23686,0.047619047619047616,Model_4,1944,158,Decent,1.0171606571578222
1655,bike_11047,0.6428571428571428,Model_2,251,48,Decent,0.596085957826087
1656,bike_14444,0.047619047619047616,Model_4,1016,95,Decent,0.8599817117033604
1657,bike_237,0.047619047619047616,Model_4,664,83,Decent,0.8234238678339452
1658,bike_17873,0.047619047619047616,Model_4,777,40,Good,1.0794568466718373
1659,bike_19911,0.047619047619047616,Model_4,254,37,Decent,0.0016545
1660,bike_17357,0.047619047619047616,Model_4,506,113,Decent,0.8304374359050831
1661,bike_27578,0.023809523809523808,Model_3,915,158,Decent,1.1828731298889106
1662,bike_21006,0.023809523809523808,Model_4,1916,192,Decent,0.9037079911078074
1663,bike_5636,0.023809523809523808,Model_4,366,22,Decent,0.9769526968267708
1664,bike_17887,0.023809523809523808,Model_3,278,41,Decent,0.8889041325500188
1665,bike_6479,0.023809523809523808,Model_4,1067,133,Decent,0.8598321777242897
1666,bike_23360,0.023809523809523808,Model_4,1510,215,Decent,0.8048597013120511
1667,bike_10988,0.023809523809523808,Model_4,456,18,Good,0.928569324615262
1668,bike_21943,0.023809523809523808,Model_4,510,48,Decent,0.925755056955847
1669,bike_9148,0.023809523809523808,Model_4,313,33,Decent,0.9562948261462856
1670,bike_24990,0.6428571428571428,Model_2,1162,162,Bad,0.9308138348880104
1671,bike_14039,0.023809523809523808,Model_4,253,35,Good,0.8906446215672142
1672,bike_15460,0.023809523809523808,Model_4,1305,102,Good,0.9888914938353772
1673,bike_5966,0.023809523809523808,Model_4,385,29,Good,0.8945130653681815
1674,bike_9735,0.6428571428571428,Model_2,108,30,Decent,1.0660130755555557
1675,bike_26550,0.023809523809523808,Model_4,624,109,Decent,0.8916257904969461
1676,bike_26669,0.6428571428571428,Model_2,1264,147,Decent,0.8160426055392156
1677,bike_11702,0.023809523809523808,Model_4,1321,140,Decent,0.9757101125883798
1678,bike_12039,0.023809523809523808,Model_4,1801,248,Decent,0.8714656724970679
1679,bike_28470,0.023809523809523808,Model_3,335,89,Decent,1.095481517901305
1680,bike_4032,0.023809523809523808,Model_4,1347,123,Decent,0.9323318938374312
1681,bike_5044,0.023809523809523808,Model_4,686,77,Decent,0.9643512517862692
1682,bike_22828,0.023809523809523808,Model_3,318,25,Decent,1.0057688295364728
1683,bike_10897,0.023809523809523808,Model_3,566,43,Decent,0.9346938127521492
1684,bike_20490,0.023809523809523808,Model_4,329,29,Good,1.9726531006813024
1685,bike_2391,0.023809523809523808,Model_3,990,66,Decent,0.98207207173555
1686,bike_26131,0.023809523809523808,Model_4,1385,160,Decent,0.8907001142161785
1687,bike_19726,0.023809523809523808,Model_4,616,64,Bad,1.1064847584855706
1688,bike_4481,0.023809523809523808,Model_4,583,61,Decent,0.8782832971415669
1689,bike_18588,0.023809523809523808,Model_4,252,24,Decent,0.8764237756912583
1690,bike_1214,0.023809523809523808,Model_4,779,172,Decent,0.8619637083626094
1691,bike_6616,0.023809523809523808,Model_4,253,42,Decent,0.8130985895620679
1692,bike_19909,0.023809523809523808,Model_4,1655,104,Decent,0.7287370428370162
1693,bike_6878,0.023809523809523808,Model_4,1448,90,Decent,0.9449701101368956
1694,bike_19247,0.6428571428571428,Model_2,791,147,Good,0.9472771048081264
1695,bike_20896,0.023809523809523808,Model_4,1105,124,Decent,1.0090326609031477
1696,bike_6345,0.023809523809523808,Model_4,622,77,Decent,0.9253161160898602
1697,bike_12846,0.023809523809523808,Model_4,705,54,Decent,0.8581617001002733
1698,bike_2938,0.023809523809523808,Model_4,957,125,Decent,1.0632457877725752
1699,bike_4308,0.023809523809523808,Model_4,172,62,Decent,1.1345429031077612
1700,bike_23253,0.023809523809523808,Model_4,554,82,Bad,1.0575550259585127
1701,bike_25743,0.023809523809523808,Model_4,1119,130,Decent,1.0693687437823145
1702,bike_23179,0.023809523809523808,Model_4,449,67,Decent,0.8528501202142432
1703,bike_22987,0.023809523809523808,Model_4,1675,255,Bad,0.9142060179793704
1704,bike_5491,0.023809523809523808,Model_4,1117,118,Decent,0.8192643855471954
1705,bike_18334,0.023809523809523808,Model_4,522,95,Decent,0.871948108829084
1706,bike_3608,0.023809523809523808,Model_4,792,218,Decent,0.7738722208815622
1707,bike_945,0.023809523809523808,Model_3,148,21,Decent,0.9440171628120584
1708,bike_16896,0.023809523809523808,Model_4,599,75,Decent,1.04056433520768
1709,bike_19989,0.023809523809523808,Model_4,145,14,Good,1.3003542644597588
1710,bike_7284,0.023809523809523808,Model_4,985,219,Decent,1.14213220119532
1711,bike_26142,0.023809523809523808,Model_4,1362,241,Decent,0.828608836593897
1712,bike_17608,0.023809523809523808,Model_4,433,32,Good,0.7713518235134252
1713,bike_20720,0.023809523809523808,Model_4,2150,319,Decent,0.8533967804328284
1714,bike_18610,0.023809523809523808,Model_4,518,51,Good,0.7683169238018849
1715,bike_25348,0.023809523809523808,Model_4,518,42,Good,0.904865360090736
1716,bike_9155,0.023809523809523808,Model_4,1708,219,Decent,0.7928900892822085
1717,bike_14581,0.023809523809523808,Model_4,1630,102,Decent,0.9421398890734692
1718,bike_2044,0.023809523809523808,Model_4,2853,253,Decent,0.7903970276423405
1719,bike_16565,0.023809523809523808,Model_4,872,153,Decent,0.871226520797227
1720,bike_14846,0.6428571428571428,Model_2,2001,147,Decent,0.7194210041666667
1721,bike_13488,0.023809523809523808,Model_4,412,95,Bad,0.7693696453131658
1722,bike_21913,0.023809523809523808,Model_3,957,60,Decent,0.8360224071438548
1723,bike_26582,0.023809523809523808,Model_4,1267,141,Decent,0.86354995211373
1724,bike_25897,0.023809523809523808,Model_3,295,27,Good,0.9180746718596348
1725,bike_6746,0.6428571428571428,Model_2,281,61,Decent,0.838248128125
1726,bike_26864,0.023809523809523808,Model_4,626,100,Decent,0.8398205947139606
1727,bike_671,0.023809523809523808,Model_4,179,24,Decent,0.9326060801912652
1728,bike_7993,0.023809523809523808,Model_4,200,12,Good,0.79191128987527
1729,bike_21714,0.023809523809523808,Model_3,770,90,Decent,0.8389932895321871
1730,bike_27587,0.023809523809523808,Model_4,2091,111,Decent,0.859002016196593
1731,bike_13230,0.023809523809523808,Model_4,3312,202,Decent,0.852503151649265
1732,bike_19110,0.023809523809523808,Model_3,788,77,Decent,1.193038818143905
1733,bike_20476,0.023809523809523808,Model_4,1024,150,Decent,0.7071073657396589
1734,bike_5433,0.023809523809523808,Model_4,1159,111,Decent,0.8876355568772898
1735,bike_26533,0.023809523809523808,Model_4,234,35,Good,0.920772865432538
1736,bike_15911,0.023809523809523808,Model_4,371,30,Decent,1.183186442818224
1737,bike_12817,0.023809523809523808,Model_4,314,18,Good,0.9821086198054289
1738,bike_28293,0.023809523809523808,Model_4,842,58,Good,0.849259578511382
1739,bike_22094,0.023809523809523808,Model_3,1315,131,Decent,0.8335256497001229
1740,bike_13137,0.023809523809523808,Model_3,1743,136,Decent,0.957416385552486
1741,bike_14317,0.023809523809523808,Model_3,784,82,Decent,0.9702579396155128
1742,bike_3515,0.023809523809523808,Model_4,1384,135,Decent,0.8680910351505263
1743,bike_21471,0.023809523809523808,Model_3,2002,168,Decent,1.1627211408837252
1744,bike_19129,0.023809523809523808,Model_4,373,23,Good,0.7860114512257249
1745,bike_26247,0.023809523809523808,Model_4,1170,121,Decent,0.9098238782698104
1746,bike_20968,0.023809523809523808,Model_4,189,37,Good,0.9432155512705374
1747,bike_20636,0.619047619047619,Model_2,78,6,Good,1.3713821857758624
1748,bike_4008,0.023809523809523808,Model_4,326,100,Bad,0.9947650510046366
1749,bike_24510,0.023809523809523808,Model_3,1133,108,Decent,0.9044976646354848
1750,bike_14239,0.619047619047619,Model_2,1850,353,Bad,0.6813866006250001
1751,bike_20794,0.619047619047619,Model_2,1348,102,Bad,0.9535634943478262
1752,bike_478,0.023809523809523808,Model_4,1359,241,Decent,0.8896824947269363
1753,bike_13029,0.023809523809523808,Model_4,1869,289,Decent,0.8505527195592074
1754,bike_4226,0.023809523809523808,Model_4,771,45,Decent,0.6713670314176492
1755,bike_25449,0.023809523809523808,Model_3,481,39,Decent,1.83344218860725
1756,bike_16065,0.023809523809523808,Model_4,509,136,Decent,0.9178805054945056
1757,bike_21066,0.023809523809523808,Model_4,466,113,Decent,0.8063331621410559
1758,bike_12915,0.023809523809523808,Model_4,155,20,Good,0.8121609553844272
1759,bike_26963,0.023809523809523808,Model_4,427,74,Decent,0.9500343210034298
1760,bike_22473,0.023809523809523808,Model_4,660,121,Decent,1.068972706552262
1761,bike_15645,0.023809523809523808,Model_4,626,86,Decent,0.926135500819606
1762,bike_27259,0.023809523809523808,Model_4,674,75,Decent,1.0394312198677564
1763,bike_15624,0.023809523809523808,Model_4,426,69,Decent,0.8768695543591145
1764,bike_24762,0.023809523809523808,Model_4,1731,302,Bad,0.644618290653658
1765,bike_14492,0.023809523809523808,Model_4,702,139,Decent,0.7230750274919036
1766,bike_16567,0.023809523809523808,Model_4,439,77,Decent,1.01421605012678
1767,bike_11446,0.023809523809523808,Model_4,389,37,Good,0.9291725573746202
1768,bike_20220,0.023809523809523808,Model_3,502,65,Decent,0.9331073447712418
1769,bike_25064,0.023809523809523808,Model_4,286,20,Decent,0.9802535711315128
1770,bike_1011,0.023809523809523808,Model_4,388,15,Good,0.9894624983204108
1771,bike_6544,0.023809523809523808,Model_3,972,164,Decent,0.8559816488987683
1772,bike_16655,0.023809523809523808,Model_4,566,23,Good,0.8721786635439187
1773,bike_13712,0.023809523809523808,Model_4,281,45,Decent,0.9235670854700856
1774,bike_10859,0.023809523809523808,Model_4,578,52,Decent,1.0258525537414347
1775,bike_14751,0.023809523809523808,Model_4,379,107,Decent,0.837813251562157
1776,bike_17713,0.619047619047619,Model_2,1403,87,Decent,0.6610727198850574
1777,bike_21113,0.023809523809523808,Model_4,1006,108,Decent,0.9186504721479796
1778,bike_9330,0.023809523809523808,Model_4,605,53,Decent,0.8491914242665061
1779,bike_8333,0.023809523809523808,Model_4,543,46,Decent,0.8784795672513089
1780,bike_1584,0.023809523809523808,Model_4,1530,218,Bad,1.0271795817383365
1781,bike_20173,0.023809523809523808,Model_4,1251,123,Decent,0.93466101715162
1782,bike_16629,0.023809523809523808,Model_3,251,29,Decent,0.94608417932588
1783,bike_17594,0.023809523809523808,Model_4,1271,204,Decent,0.9776742389016916
1784,bike_21111,0.023809523809523808,Model_4,361,27,Decent,0.8925199658031554
1785,bike_23421,0.023809523809523808,Model_4,2749,106,Decent,0.8701245365734315
1786,bike_27838,0.023809523809523808,Model_4,940,28,Good,0.8516385935773578
1787,bike_3089,0.023809523809523808,Model_4,961,220,Decent,0.9129055356011596
1788,bike_2243,0.023809523809523808,Model_4,570,34,Decent,0.8746458586479368
1789,bike_18083,0.023809523809523808,Model_4,2617,268,Decent,1.0893302801252316
1790,bike_8031,0.023809523809523808,Model_3,423,21,Decent,1.1347701891156463
1791,bike_23918,0.023809523809523808,Model_4,919,110,Decent,0.9174373508596798
1792,bike_10470,0.023809523809523808,Model_4,1254,134,Decent,0.9360646019276344
1793,bike_18536,0.023809523809523808,Model_4,366,94,Good,0.8450551137579405
1794,bike_26400,0.023809523809523808,Model_4,1119,81,Decent,0.8279893218474407
1795,bike_25152,0.023809523809523808,Model_4,310,44,Decent,0.9413183277124852
1796,bike_27531,0.023809523809523808,Model_3,891,162,Bad,0.9324441127248038
1797,bike_27022,0.023809523809523808,Model_4,558,87,Decent,0.941216674963612
1798,bike_24340,0.023809523809523808,Model_4,346,22,Good,1.093616464227522
1799,bike_27718,0.023809523809523808,Model_4,720,109,Decent,1.1048702070719847
